attack_MNIST_p0.1
    last 2 stats in final epoch
    i=220: accuracy 97.88, attack success rate 98.97
    i=230: accuracy 97.84, attack success rate 99.87

attack_MNIST_p0.3
    last 2 stats in final epoch
    i=220: accuracy 97.63, attack success rate 99.14
    i=230: accuracy 97.52, attack success rate 100.0

attack_MNIST_p0.5
    last 2 stats in final epoch
    i=220: accuracy 97.34, attack success rate 99.95
    i=230: accuracy 96.99, attack success rate 100.0

defense_MNIST_p0.1_qt0.0
    last 2 epochs
    i=0: accuracy 97.17, attack success rate 11.76, avg_weight_poisoned 1.042458415031433
    i=160: accuracy 96.91, attack success rate 99.29, avg_weight_poisoned 0.96293705701828
    i=170: accuracy 97.54, attack success rate 99.56, avg_weight_poisoned 0.8699086904525757
    i=180: accuracy 97.08, attack success rate 99.78, avg_weight_poisoned 0.9247814416885376
    i=190: accuracy 97.22, attack success rate 99.24, avg_weight_poisoned 0.9167683720588684
    i=200: accuracy 97.1, attack success rate 99.93, avg_weight_poisoned 0.9355822801589966
    i=210: accuracy 97.24, attack success rate 98.66, avg_weight_poisoned 0.9546673893928528
    i=220: accuracy 96.59, attack success rate 99.58, avg_weight_poisoned 0.9906800985336304
    i=230: accuracy 97.36, attack success rate 99.81, avg_weight_poisoned 0.9821491241455078
    i=0: accuracy 97.06, attack success rate 97.49, avg_weight_poisoned 0.9259581565856934
    i=10: accuracy 97.44, attack success rate 99.92, avg_weight_poisoned 0.943030059337616
    i=20: accuracy 97.23, attack success rate 99.93, avg_weight_poisoned 0.9926133155822754
    i=30: accuracy 96.83, attack success rate 99.15, avg_weight_poisoned 1.0428533554077148
    i=40: accuracy 97.6, attack success rate 98.93, avg_weight_poisoned 1.0668118000030518
    i=50: accuracy 97.78, attack success rate 99.94, avg_weight_poisoned 0.7699242830276489
    i=60: accuracy 97.28, attack success rate 99.33, avg_weight_poisoned 0.9359606504440308
    i=70: accuracy 96.4, attack success rate 94.9, avg_weight_poisoned 1.0747435092926025
    i=80: accuracy 97.38, attack success rate 99.61, avg_weight_poisoned 0.981359601020813
    i=90: accuracy 97.31, attack success rate 99.91, avg_weight_poisoned 1.0144588947296143
    i=100: accuracy 97.38, attack success rate 99.95, avg_weight_poisoned 1.0193041563034058
    i=110: accuracy 97.57, attack success rate 95.31, avg_weight_poisoned 1.0494070053100586
    i=120: accuracy 97.27, attack success rate 99.92, avg_weight_poisoned 0.9710724949836731
    i=130: accuracy 97.39, attack success rate 99.09, avg_weight_poisoned 0.8544872403144836
    i=140: accuracy 97.09, attack success rate 99.93, avg_weight_poisoned 0.9295642971992493
    i=150: accuracy 97.36, attack success rate 99.92, avg_weight_poisoned 1.0403106212615967
    i=160: accuracy 97.47, attack success rate 99.82, avg_weight_poisoned 1.008813500404358
    i=170: accuracy 96.95, attack success rate 99.82, avg_weight_poisoned 1.0173866748809814
    i=180: accuracy 97.14, attack success rate 99.76, avg_weight_poisoned 0.9456415176391602
    i=190: accuracy 97.97, attack success rate 99.31, avg_weight_poisoned 1.0280137062072754
    i=200: accuracy 97.46, attack success rate 99.93, avg_weight_poisoned 1.0424481630325317
    i=210: accuracy 97.46, attack success rate 98.54, avg_weight_poisoned 0.979544460773468
    i=220: accuracy 97.53, attack success rate 99.74, avg_weight_poisoned 1.0251893997192383
    i=230: accuracy 97.59, attack success rate 99.57, avg_weight_poisoned 0.8466607332229614

defense_MNIST_p0.5_qt0.85
    all 7 epochs
    i=0: accuracy 10.39, attack success rate 0.0, avg_weight_poisoned 0.916767954826355
    i=10: accuracy 11.42, attack success rate 0.0, avg_weight_poisoned 1.077758550643921
    i=20: accuracy 11.44, attack success rate 0.0, avg_weight_poisoned 0.9599944949150085
    i=30: accuracy 16.27, attack success rate 0.0, avg_weight_poisoned 0.9883705377578735
    i=40: accuracy 19.44, attack success rate 0.0, avg_weight_poisoned 1.0960943698883057
    i=50: accuracy 31.68, attack success rate 0.0, avg_weight_poisoned 0.9873685836791992
    i=60: accuracy 50.37, attack success rate 0.0, avg_weight_poisoned 0.9540136456489563
    i=70: accuracy 55.92, attack success rate 0.0, avg_weight_poisoned 1.0420435667037964
    i=80: accuracy 61.13, attack success rate 0.0, avg_weight_poisoned 0.8480477333068848
    i=90: accuracy 70.3, attack success rate 0.08, avg_weight_poisoned 0.9179103970527649
    i=100: accuracy 70.99, attack success rate 1.74, avg_weight_poisoned 0.8691110610961914
    i=110: accuracy 73.52, attack success rate 3.0, avg_weight_poisoned 0.9591073989868164
    i=120: accuracy 81.07, attack success rate 11.59, avg_weight_poisoned 0.9415322542190552
    i=130: accuracy 82.37, attack success rate 13.64, avg_weight_poisoned 0.996265709400177
    i=140: accuracy 82.34, attack success rate 12.88, avg_weight_poisoned 1.0459678173065186
    i=150: accuracy 84.82, attack success rate 10.07, avg_weight_poisoned 1.0700215101242065
    i=160: accuracy 86.83, attack success rate 12.61, avg_weight_poisoned 1.0929011106491089
    i=170: accuracy 87.45, attack success rate 12.61, avg_weight_poisoned 1.063580870628357
    i=180: accuracy 86.91, attack success rate 10.97, avg_weight_poisoned 1.0493842363357544
    i=190: accuracy 89.06, attack success rate 11.1, avg_weight_poisoned 0.9867509603500366
    i=200: accuracy 89.36, attack success rate 11.96, avg_weight_poisoned 1.0034403800964355
    i=210: accuracy 89.25, attack success rate 13.82, avg_weight_poisoned 1.0452901124954224
    i=220: accuracy 89.89, attack success rate 13.52, avg_weight_poisoned 1.0315083265304565
    i=230: accuracy 89.34, attack success rate 14.4, avg_weight_poisoned 1.017604947090149
    i=0: accuracy 89.43, attack success rate 10.89, avg_weight_poisoned 0.9892363548278809
    i=10: accuracy 90.36, attack success rate 12.86, avg_weight_poisoned 1.0916563272476196
    i=20: accuracy 89.69, attack success rate 12.48, avg_weight_poisoned 0.9342385530471802
    i=30: accuracy 91.01, attack success rate 13.37, avg_weight_poisoned 1.1212923526763916
    i=40: accuracy 91.18, attack success rate 13.39, avg_weight_poisoned 0.9344366192817688
    i=50: accuracy 91.19, attack success rate 13.18, avg_weight_poisoned 1.0028562545776367
    i=60: accuracy 91.56, attack success rate 12.25, avg_weight_poisoned 0.9749568104743958
    i=70: accuracy 91.52, attack success rate 13.22, avg_weight_poisoned 0.9585139155387878
    i=80: accuracy 91.17, attack success rate 13.0, avg_weight_poisoned 1.0704827308654785
    i=90: accuracy 90.7, attack success rate 13.77, avg_weight_poisoned 1.0117107629776
    i=100: accuracy 92.5, attack success rate 13.19, avg_weight_poisoned 0.9438090324401855
    i=110: accuracy 92.7, attack success rate 12.84, avg_weight_poisoned 0.953393816947937
    i=120: accuracy 92.93, attack success rate 12.62, avg_weight_poisoned 1.0035287141799927
    i=130: accuracy 92.79, attack success rate 12.45, avg_weight_poisoned 1.0531837940216064
    i=140: accuracy 93.6, attack success rate 12.0, avg_weight_poisoned 0.9833957552909851
    i=150: accuracy 93.1, attack success rate 12.7, avg_weight_poisoned 0.9049064517021179
    i=160: accuracy 93.45, attack success rate 12.02, avg_weight_poisoned 1.046714425086975
    i=170: accuracy 93.27, attack success rate 13.05, avg_weight_poisoned 0.8624147176742554
    i=180: accuracy 93.58, attack success rate 12.85, avg_weight_poisoned 0.9601966142654419
    i=190: accuracy 93.5, attack success rate 13.37, avg_weight_poisoned 1.0107603073120117
    i=200: accuracy 93.44, attack success rate 13.08, avg_weight_poisoned 0.9491666555404663
    i=210: accuracy 93.96, attack success rate 12.88, avg_weight_poisoned 0.9610676765441895
    i=220: accuracy 93.52, attack success rate 12.53, avg_weight_poisoned 0.9696593284606934
    i=230: accuracy 94.17, attack success rate 12.83, avg_weight_poisoned 1.0938001871109009
    i=0: accuracy 94.71, attack success rate 11.92, avg_weight_poisoned 1.0101408958435059
    i=10: accuracy 94.27, attack success rate 12.23, avg_weight_poisoned 0.9101344347000122
    i=20: accuracy 94.6, attack success rate 12.69, avg_weight_poisoned 0.9274166226387024
    i=30: accuracy 94.49, attack success rate 11.92, avg_weight_poisoned 0.9442070126533508
    i=40: accuracy 93.67, attack success rate 12.07, avg_weight_poisoned 0.9371215105056763
    i=50: accuracy 94.61, attack success rate 12.26, avg_weight_poisoned 0.9942904710769653
    i=60: accuracy 95.1, attack success rate 12.26, avg_weight_poisoned 0.8975285291671753
    i=70: accuracy 95.6, attack success rate 12.37, avg_weight_poisoned 1.0384929180145264
    i=80: accuracy 95.29, attack success rate 12.42, avg_weight_poisoned 0.8771470785140991
    i=90: accuracy 94.9, attack success rate 12.18, avg_weight_poisoned 1.0350602865219116
    i=100: accuracy 95.06, attack success rate 12.72, avg_weight_poisoned 0.9475340843200684
    i=110: accuracy 95.11, attack success rate 12.59, avg_weight_poisoned 1.0675280094146729
    i=120: accuracy 94.22, attack success rate 13.25, avg_weight_poisoned 0.8817267417907715
    i=130: accuracy 95.24, attack success rate 13.04, avg_weight_poisoned 0.9114614725112915
    i=140: accuracy 95.05, attack success rate 13.74, avg_weight_poisoned 0.9324609637260437
    i=150: accuracy 94.99, attack success rate 13.26, avg_weight_poisoned 1.0978533029556274
    i=160: accuracy 95.15, attack success rate 13.35, avg_weight_poisoned 1.0073964595794678
    i=170: accuracy 95.14, attack success rate 13.52, avg_weight_poisoned 0.9552375674247742
    i=180: accuracy 95.26, attack success rate 12.67, avg_weight_poisoned 0.956983208656311
    i=190: accuracy 95.29, attack success rate 13.21, avg_weight_poisoned 1.0744622945785522
    i=200: accuracy 95.72, attack success rate 12.41, avg_weight_poisoned 0.9470256567001343
    i=210: accuracy 96.07, attack success rate 12.02, avg_weight_poisoned 0.9184197187423706
    i=220: accuracy 95.85, attack success rate 12.28, avg_weight_poisoned 0.9894541501998901
    i=230: accuracy 95.51, attack success rate 12.33, avg_weight_poisoned 1.1346591711044312
    i=0: accuracy 95.15, attack success rate 13.56, avg_weight_poisoned 1.1516172885894775
    i=10: accuracy 95.21, attack success rate 13.24, avg_weight_poisoned 1.0435359477996826
    i=20: accuracy 95.39, attack success rate 14.04, avg_weight_poisoned 0.9630435705184937
    i=30: accuracy 95.84, attack success rate 13.09, avg_weight_poisoned 0.8684346079826355
    i=40: accuracy 96.06, attack success rate 12.85, avg_weight_poisoned 0.9724370837211609
    i=50: accuracy 96.27, attack success rate 12.57, avg_weight_poisoned 0.9477885961532593
    i=60: accuracy 95.94, attack success rate 13.23, avg_weight_poisoned 1.061558485031128
    i=70: accuracy 96.0, attack success rate 12.52, avg_weight_poisoned 1.1078921556472778
    i=80: accuracy 96.15, attack success rate 13.39, avg_weight_poisoned 0.9812429547309875
    i=90: accuracy 95.5, attack success rate 15.23, avg_weight_poisoned 1.0794026851654053
    i=100: accuracy 95.68, attack success rate 14.57, avg_weight_poisoned 0.9695674777030945
    i=110: accuracy 95.41, attack success rate 17.26, avg_weight_poisoned 0.9810697436332703
    i=120: accuracy 95.96, attack success rate 14.62, avg_weight_poisoned 0.8929212689399719
    i=130: accuracy 96.13, attack success rate 16.43, avg_weight_poisoned 0.9949337244033813
    i=140: accuracy 95.49, attack success rate 23.34, avg_weight_poisoned 1.1071432828903198
    i=150: accuracy 96.05, attack success rate 19.31, avg_weight_poisoned 1.0452568531036377
    i=160: accuracy 95.6, attack success rate 31.91, avg_weight_poisoned 0.9759481549263
    i=170: accuracy 95.17, attack success rate 51.14, avg_weight_poisoned 0.9664038419723511
    i=180: accuracy 95.34, attack success rate 19.38, avg_weight_poisoned 1.0237805843353271
    i=190: accuracy 94.97, attack success rate 24.34, avg_weight_poisoned 0.9542880058288574
    i=200: accuracy 96.06, attack success rate 23.41, avg_weight_poisoned 0.917664647102356
    i=210: accuracy 95.94, attack success rate 55.04, avg_weight_poisoned 0.9450844526290894
    i=220: accuracy 96.31, attack success rate 80.62, avg_weight_poisoned 0.9418095350265503
    i=230: accuracy 95.07, attack success rate 88.05, avg_weight_poisoned 0.9178698658943176
    i=0: accuracy 95.67, attack success rate 73.39, avg_weight_poisoned 0.9889500737190247
    i=10: accuracy 95.93, attack success rate 94.06, avg_weight_poisoned 0.9080273509025574
    i=20: accuracy 95.3, attack success rate 92.82, avg_weight_poisoned 1.0304774045944214
    i=30: accuracy 96.03, attack success rate 96.43, avg_weight_poisoned 0.9766071438789368
    i=40: accuracy 96.07, attack success rate 96.4, avg_weight_poisoned 0.9304052591323853
    i=50: accuracy 96.5, attack success rate 92.81, avg_weight_poisoned 0.9326515197753906
    i=60: accuracy 96.67, attack success rate 95.53, avg_weight_poisoned 0.9190996289253235
    i=70: accuracy 95.78, attack success rate 94.13, avg_weight_poisoned 0.8918657302856445
    i=80: accuracy 96.04, attack success rate 91.78, avg_weight_poisoned 0.9548368453979492
    i=90: accuracy 95.78, attack success rate 99.44, avg_weight_poisoned 1.0148972272872925
    i=100: accuracy 95.53, attack success rate 97.92, avg_weight_poisoned 0.8670560121536255
    i=110: accuracy 96.3, attack success rate 94.58, avg_weight_poisoned 1.0033129453659058
    i=120: accuracy 95.63, attack success rate 86.47, avg_weight_poisoned 1.0447494983673096
    i=130: accuracy 96.82, attack success rate 95.4, avg_weight_poisoned 0.8326941728591919
    i=140: accuracy 96.35, attack success rate 98.71, avg_weight_poisoned 1.0058438777923584
    i=150: accuracy 95.35, attack success rate 99.83, avg_weight_poisoned 1.0574591159820557
    i=160: accuracy 95.61, attack success rate 94.91, avg_weight_poisoned 0.9653667211532593
    i=170: accuracy 96.66, attack success rate 98.75, avg_weight_poisoned 0.9993702173233032
    i=180: accuracy 96.84, attack success rate 98.96, avg_weight_poisoned 0.9551870226860046
    i=190: accuracy 96.7, attack success rate 99.68, avg_weight_poisoned 0.9717475771903992
    i=200: accuracy 97.23, attack success rate 97.13, avg_weight_poisoned 0.9829362034797668
    i=210: accuracy 96.81, attack success rate 98.77, avg_weight_poisoned 1.0811766386032104
    i=220: accuracy 96.73, attack success rate 99.54, avg_weight_poisoned 0.9396526217460632
    i=230: accuracy 97.04, attack success rate 99.01, avg_weight_poisoned 0.9418343305587769
    i=0: accuracy 96.8, attack success rate 99.54, avg_weight_poisoned 1.0964661836624146
    i=10: accuracy 97.54, attack success rate 99.77, avg_weight_poisoned 1.006507158279419
    i=20: accuracy 97.1, attack success rate 98.34, avg_weight_poisoned 1.0212595462799072
    i=30: accuracy 97.11, attack success rate 98.84, avg_weight_poisoned 1.0261234045028687
    i=40: accuracy 96.35, attack success rate 99.62, avg_weight_poisoned 1.0848263502120972
    i=50: accuracy 96.81, attack success rate 97.93, avg_weight_poisoned 0.9919645190238953
    i=60: accuracy 96.96, attack success rate 98.79, avg_weight_poisoned 0.908337414264679
    i=70: accuracy 96.79, attack success rate 97.6, avg_weight_poisoned 1.0972731113433838
    i=80: accuracy 96.76, attack success rate 99.16, avg_weight_poisoned 0.9757781028747559
    i=90: accuracy 97.24, attack success rate 99.88, avg_weight_poisoned 0.9558075070381165
    i=100: accuracy 97.55, attack success rate 99.68, avg_weight_poisoned 0.9872900247573853
    i=110: accuracy 97.28, attack success rate 99.44, avg_weight_poisoned 0.9250351786613464
    i=120: accuracy 96.86, attack success rate 99.5, avg_weight_poisoned 0.9838820695877075
    i=130: accuracy 97.48, attack success rate 98.38, avg_weight_poisoned 1.1420763731002808
    i=140: accuracy 97.42, attack success rate 99.88, avg_weight_poisoned 0.9119915962219238
    i=150: accuracy 97.39, attack success rate 99.75, avg_weight_poisoned 1.0135561227798462
    i=160: accuracy 96.22, attack success rate 99.17, avg_weight_poisoned 0.9655469655990601
    i=170: accuracy 97.73, attack success rate 99.34, avg_weight_poisoned 0.8943802118301392
    i=180: accuracy 96.82, attack success rate 99.77, avg_weight_poisoned 0.9252886772155762
    i=190: accuracy 97.39, attack success rate 99.44, avg_weight_poisoned 0.9497079849243164
    i=200: accuracy 97.41, attack success rate 99.96, avg_weight_poisoned 0.9273473620414734
    i=210: accuracy 97.38, attack success rate 98.2, avg_weight_poisoned 0.9553034901618958
    i=220: accuracy 96.9, attack success rate 99.8, avg_weight_poisoned 0.9713709950447083
    i=230: accuracy 97.48, attack success rate 99.83, avg_weight_poisoned 0.971663773059845
    i=0: accuracy 97.31, attack success rate 99.04, avg_weight_poisoned 0.9568188786506653
    i=10: accuracy 97.46, attack success rate 99.95, avg_weight_poisoned 0.907863438129425
    i=20: accuracy 97.11, attack success rate 99.6, avg_weight_poisoned 0.9917961955070496
    i=30: accuracy 97.21, attack success rate 99.73, avg_weight_poisoned 1.022092580795288
    i=40: accuracy 97.74, attack success rate 99.12, avg_weight_poisoned 1.0745428800582886
    i=50: accuracy 97.69, attack success rate 99.88, avg_weight_poisoned 0.7853710055351257
    i=60: accuracy 97.18, attack success rate 99.25, avg_weight_poisoned 0.9489763975143433
    i=70: accuracy 96.79, attack success rate 96.39, avg_weight_poisoned 1.0634299516677856
    i=80: accuracy 97.58, attack success rate 99.73, avg_weight_poisoned 0.9897521734237671
    i=90: accuracy 97.38, attack success rate 99.89, avg_weight_poisoned 0.9886322021484375
    i=100: accuracy 97.48, attack success rate 99.98, avg_weight_poisoned 1.0064973831176758
    i=110: accuracy 97.72, attack success rate 94.54, avg_weight_poisoned 1.0390455722808838
    i=120: accuracy 97.5, attack success rate 99.91, avg_weight_poisoned 0.9739791750907898
    i=130: accuracy 97.59, attack success rate 99.36, avg_weight_poisoned 0.850293755531311
    i=140: accuracy 97.14, attack success rate 99.94, avg_weight_poisoned 0.9148843884468079
    i=150: accuracy 97.34, attack success rate 99.89, avg_weight_poisoned 1.0340335369110107
    i=160: accuracy 97.48, attack success rate 99.65, avg_weight_poisoned 0.9984768629074097
    i=170: accuracy 97.13, attack success rate 99.9, avg_weight_poisoned 1.0044562816619873
    i=180: accuracy 97.11, attack success rate 99.77, avg_weight_poisoned 0.9526556730270386
    i=190: accuracy 98.07, attack success rate 99.42, avg_weight_poisoned 1.0523072481155396
    i=200: accuracy 97.51, attack success rate 99.94, avg_weight_poisoned 1.0487473011016846
    i=210: accuracy 97.52, attack success rate 97.7, avg_weight_poisoned 0.9758513569831848
    i=220: accuracy 97.64, attack success rate 99.9, avg_weight_poisoned 1.0259368419647217
    i=230: accuracy 97.65, attack success rate 99.7, avg_weight_poisoned 0.8338811993598938
